dlga_ms_player_read_descr_list:ms_elder_dialog_start|Very well.
dlga_ms_player_read_descr_list:ms_element_menu|I've changed my mind.
dlga_ms_element_description:ms_element_description_list|{s0}
dlga_ms_element_description_list:ms_element_menu|Understood.
dlga_ms_already_builded:ms_already_builded_list|{s1} {s2}
dlga_ms_already_builded_list:ms_elder_dialog_start|That is all.
dlga_ms_already_builded_list:ms_extra_adviser|Understood.
dlga_ms_npc_dialog_start:ms_npc_list|Which of your companions would you like to train?
dlga_ms_npc_list:ms_npc_variants|{s0}
dlga_ms_npc_list:close_window|I've changed my mind.
dlga_ms_npc_variants:ms_npc_dialog_start|We can teach him nothing more!
dlga_ms_npc_variants:ms_nps_variant_descr|Very well, pick an art you would like to master.
dlga_ms_nps_variant_descr:ms_nps_variant_selected|Medicine
dlga_ms_nps_variant_descr:ms_nps_variant_selected.1|Tactics
dlga_ms_nps_variant_descr:ms_nps_variant_selected.2|Military training
dlga_ms_nps_variant_descr:ms_npc_dialog_start|Return...
dlga_ms_nps_variant_selected:ms_npc_agree_disagree|The cost of training will be {reg0} thaler.
dlga_ms_npc_agree_disagree:close_window|All right, here's the pay.
dlga_ms_npc_agree_disagree:ms_npc_variants|Some other time.
dlga_ms_extra_adviser:ms_extra_adviser_list|Well, to whom shall we go?
dlga_ms_extra_adviser_list:ms_view_elements|{s0}
dlga_ms_extra_adviser_list:close_window|Return...
dlga_messenger_dialog_start:centres_list|Your capital has been captured, my {lord/lady}! Where would you like to set up a new one?
dlga_centres_list:close_window|{s0}
dlga_centres_list:close_window.1|Return...
dlga_ambassador_start:ambassador_variants|What is thy bidding, most serene {playername}?
dlga_ambassador_variants:ambassador_peace|I would like to discuss a peace treaty...
dlga_ambassador_variants:ambassador_start|Prepare for war!
dlga_ambassador_variants:ambassador_trade_deal|I would like to make a trade agreement.
dlga_ambassador_variants:close_window|Nothing so far...
dlga_ambassador_peace:ambassador_peace_choose|{s0}
dlga_ambassador_peace_choose:ambassador_start|Your wishes are most reasonable. We agree.
dlga_ambassador_peace_choose:ambassador_start.1|Our nation would never make such concessions!
dlga_ambassador_trade_deal:ambassador_trade_chose|This trade agreement would cost you 4000 thaler, and the revenue you would receive from trade would most likely be no less than 2500 thaler per month...
dlga_ambassador_trade_chose:ambassador_start|I agree.
dlga_ambassador_trade_chose:ambassador_start.1|I must consider this further.
dlga_oim_tracai_monk_talk_quest_ended:close_window|Go away. Don't disturb me while I'm having my beer...
dlga_start:close_window.1|Off you go!
dlga_event_triggered:oim_dmitriy_razin_rebel_end|The lands of Moscow celebrate!
dlga_start:ramun_introduce_1|Good day to you, {young man/my lass}.
dlga_ramun_introduce_1:ramun_introduce_2|You look like a trader... but I don't see any merchandise.
dlga_ramun_introduce_1:close_window|I beg your pardon -- there's no time for talk just now.
dlga_ramun_introduce_2:ramun_introduce_3|A trader? Oh, aye, I certainly am that. My merchandise is quite special, however. It has to be fed and watered twice a day and tries to run away if I turn my back.
dlga_ramun_introduce_3:ramun_introduce_4|You sell livestock?
dlga_ramun_introduce_4:ramun_introduce_5|Near enough. It is thanks to me that the galleys of the Sublime Porte move, by my grace sail the taridas of the king of Sicily and even the ships of Louis the king of France.
dlga_ramun_introduce_5:ramun_introduce_6|Ah, galley slaves...
dlga_ramun_introduce_6:ramun_introduce_7|Galley slaves, indeed! This city prospers thanks to my living goods. I am but its humble servant -- so to speak.
dlga_ramun_introduce_7:ramun_introduce_8|Where do your slaves come from?
dlga_ramun_introduce_8:ramun_introduce_9|They come to me in a number of ways -- some are Yesir, Tatar captives or prisoners of war, or bandits and deserters captured during raids... You can't be picky about your suppliers in this line of work. You wouldn't happen to have any prisoners yourself, would you?
dlga_ramun_introduce_9:ramun_introduce_10|Me? 
dlga_ramun_introduce_10:ramun_introduce_11|And why not? You're a warrior clear enough, and in your battles you might take a prisoner or two. Anyhow, I pay good money for every man you can offer.
dlga_ramun_introduce_11:ramun_introduce_12|Hmm. I'll think about it.
dlga_ramun_introduce_12:close_window|See that you do! There's a lot of silver to be made, make no mistake. More than enough for the both of us.
dlga_start:ramun_talk|Hello, {playername}.
dlga_ramun_pre_talk:ramun_talk|What can I do for you?
dlga_ramun_talk:ramun_sell_prisoners|I have something that might be of interest to you.
dlga_ramun_sell_prisoners:ramun_sell_prisoners_2|Well, then. Let's see what you have...
dlga_ramun_sell_prisoners_2:close_window|A pleasure doing business with you.
dlga_ramun_talk:ramun_ask_about_capturing|Could you give a few tips on how to take somebody prisoner?
dlga_ramun_talk:ramun_ask_about_capturing.1|Can you tell me again about taking prisoners?
dlga_ramun_ask_about_capturing:ramun_have_blunt_weapon|Ha, you're new to this, aren't you? Well it's not complicated. The basic rule of taking someone prisoner is to knock him down with a blunt weapon, like a mace or a club, instead of cutting him open with a sword. That way he goes to sleep for a little while, instead of bleeding to death, you see? You do have a blunt weapon, don't you?
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_yes|Of course.
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_no|Umm, I don't think so.
dlga_ramun_have_blunt_weapon_yes:ramun_ask_about_capturing_2|Good. So, all you need to do is beat the sorry sod down with your weapon, and then when the fighting's over you clap him in irons. It's a bit different for nobles and such, since they tend to be protected well enough that it won't matter what kind of weapon you use. But your average rabble-rouser will bleed like a stuck pig if you go at him with anything sharp. I'm not too picky about what I'll buy, so long as they can walk.
dlga_ramun_have_blunt_weapon_no:ramun_have_blunt_weapon_no_2|No? Heh, well, this must just be your lucky day. I've got an old club lying around that I was going to throw away. Here, have it, it's still strong enough to knock someone unconscious.
dlga_ramun_have_blunt_weapon_no_2:ramun_have_blunt_weapon_yes|Thank you. I'll give it a try.
dlga_ramun_ask_about_capturing:ramun_ask_about_capturing_2|Alright, I'll try and explain it again in simple terms. The basic rule of taking someone prisoner is to knock him down with a blunt weapon, like a mace or a club, instead of cutting him open with a sword. That way he goes to sleep for a little while, instead of bleeding to death, you see? It's a bit different for nobles and such, since they tend to be protected well enough that it won't matter what kind of weapon you use. But your average rabble-rouser will bleed like a stuck pig if you go at him with anything sharp.
dlga_ramun_ask_about_capturing_2:ramun_ask_about_capturing_3|Alright, I think I understand. Anything else?
dlga_ramun_ask_about_capturing_3:ramun_ask_about_capturing_4|Well, it's not as simple as it sounds. Blunt weapons don't do as much damage as sharp ones, so you'll have a little more trouble bringing your enemies down. And trust me, most of the scum you run across would just as soon kill you as look at you, if you give them half a chance. So don't expect any courtesy when you pull out a club instead of a sword. Plus, having to drag prisoners around will slow down your party, which is why some people just set their prisoners free after the fighting's done. Me, I call that madness. How could anyone turn down all that cash, eh?
dlga_ramun_ask_about_capturing_4:ramun_ask_about_capturing_5|Is that it?
dlga_ramun_ask_about_capturing_5:ramun_ask_about_capturing_7|Ah yes, just one last thing. Managing prisoners is no easy task -- you could call it a skill in itself. If you want to capture a lot of prisoners, it'll take no little sweat, or you won't be able to hang on to a single man you catch.
dlga_ramun_ask_about_capturing_7:ramun_pre_talk|Thanks, I'll keep it in mind.
dlga_ramun_talk:ramun_leave|I need to get going...
dlga_ramun_leave:close_window|Remember, any prisoners you've got, bring them to me. I'll pay you good silver for every one.
dlga_start:manhunter_talk_b|Hey, you there! You seen any outlaws around here?
dlga_manhunter_talk_b:manhunter_talk_b1|Yes, they passed through here about an hour ago.
dlga_manhunter_talk_b1:close_window|Perfect! Now we'll get those bastards, no doubt! Thank you kindly.
dlga_manhunter_talk_b:manhunter_talk_b2|No, haven't seen any outlaws lately.
dlga_manhunter_talk_b2:close_window|The devil take them! They're holed up in this country like rats. Ah well, we'll smoke them out sooner or later.
dlga_start:looters_1|Warning: This line should never be displayed.
dlga_looters_1:looters_2|{s4}
dlga_looters_2:close_window|Heh, you don't scare me. You'd best be ready to taste steel!
dlga_looters_2:close_window.1|You'll have no pity from me, scum.
dlga_looters_2:bandit_barter_2|Take that {reg1} thalers and leave me alone.
dlga_bandit_barter_2:close_window|Ha ha! Good. Now go.
dlga_start:village_farmer_talk|Mi{lord/lady}, we're only poor farmers from the village of {s11}. {reg1?We are taking our products to the market at {s12}.:We are returning to our village from the market at {s12}.}
dlga_village_farmer_talk:close_window|Call yourself poor? We'll see how poor you are after I take all you own!
dlga_village_farmer_talk:close_window.1|Very well then, go on in peace.
dlga_start:member_castellan_talk|Yes, {playername}? What can I do for you?
dlga_member_castellan_pretalk:member_castellan_talk|Anything else?
dlga_member_castellan_talk:member_review_castle_garrison|I want to review the fortress garrison.
dlga_member_review_castle_garrison:member_castellan_pretalk|Of course, here be our lists, {sir/madam}. Let me know if you require any changes.
dlga_member_castellan_talk:member_review_castellan_equipment|Let me see your equipment.
dlga_member_review_castellan_equipment:member_castellan_pretalk|Very well, it's all here...
dlga_member_castellan_talk:member_castellan_join|I would ask that you to leave the fortress and join my party.
dlga_member_castellan_join:close_window|I've grown quite fond of the place... But if it is your wish, {playername}, I'll come with you.
dlga_member_castellan_join:member_castellan_pretalk|And where would we sleep? You're already dragging an entire army with you, {playername}. There's no more room for all of us.
dlga_member_castellan_talk:close_window|Leave...
dlga_member_chat:kidnapped_girl_chat_1|Are we there yet?
dlga_kidnapped_girl_chat_1:kidnapped_girl_chat_2|Not yet.
dlga_kidnapped_girl_chat_2:close_window|I can't wait to get back. I've missed my mother and father so much! I'd give anything to see them again.
dlga_member_chat:member_lady_1|{playername}, when do you think we shall reach our destination?
dlga_member_lady_1:member_lady_2a|We still have a long way ahead of us.
dlga_member_lady_1:member_lady_2b|Very soon. We're almost there.
dlga_member_lady_2a:close_window|Very well, I shall enjoy the road for a bit longer. I shan't complain. In fact, I find riding the open fields far more pleasant than sitting in the fortress all day. You know, I must say -- I envy you. Your life of endless travels...
dlga_member_lady_2b:close_window|That's good news. Not that I find your company unpleasant, but I grow weary of these long travels. Still, I must say, I will be sorry to leave you. You must promise that you'll come visit when you can!
dlga_member_chat:supported_pretender_talk|Greetings, {playername}, chief among my warlord. I await your counsel.
dlga_supported_pretender_pretalk:supported_pretender_talk|Anything else?
dlga_supported_pretender_talk:pretender_progress|What are your thoughts on our progress?
dlga_supported_pretender_talk:oim_dmitriy_razin_sp_task|Do you have a task for me?
dlga_pretender_progress:pretender_progress_2|{reg11?We have {reg11} nobles on our side:No nobles have yet joined us}, while {reg21?{s9} has {reg21} nobles supporting him:{s9} has no loyal nobles left}. {reg19?We have gained {reg13?{reg13} towns:} {reg14?{reg14} fortresses:} {reg15?and {reg15} villages:}:We do not control any settlements}, while {reg29?they still control {reg23?{reg23} towns:} {reg24?{reg24} fortresses:} {reg25?and {reg25} villages:}:they have no remaining settlements}. Overall, {s30}.
dlga_pretender_progress_2:supported_pretender_pretalk|We must keep fighting and rally our supporters!
dlga_pretender_progress_2:pretender_quit_rebel_confirm|It seems this rebellion is doomed. We should perhaps accept that we cannot win.
dlga_pretender_quit_rebel_confirm:pretender_quit_rebel_confirm_2|{playername}, you can't abandon me now. Has the devil taken your tongue?
dlga_pretender_quit_rebel_confirm_2:pretender_quit_rebel_confirm_3|No, I speak the truth. I fear that I cannot support you any longer.
dlga_pretender_quit_rebel_confirm_2:supported_pretender_pretalk|It was a mere jest. I will fight by your side until the last gun lies cold.
dlga_pretender_quit_rebel_confirm_3:pretender_quit_rebel_confirm_4|Are you quite certain? I shall never forgive you if you abandon our cause in our hour of greatest need.
dlga_pretender_quit_rebel_confirm_4:pretender_quit_rebel|Yes, I am quite sure.
dlga_pretender_quit_rebel_confirm_4:supported_pretender_pretalk|Let me think on this further...
dlga_pretender_quit_rebel:close_window|So be it. Then we are lost. There is no hope, and I must accept this.
dlga_supported_pretender_talk:supported_pretender_equip|{reg65?My lady:My lord}, would you allow me to examine your equipment?
dlga_supported_pretender_equip:supported_pretender_pretalk|Very well, take a look...
dlga_supported_pretender_talk:pretneder_view_char_requested|If you wouldn't mind, could you please tell me of your skills?
dlga_pretneder_view_char_requested:supported_pretender_pretalk|Certainly...
dlga_supported_pretender_talk:oim_radzivil_dlg_orders|What are your orders, my {lord/lady}?
dlga_supported_pretender_talk:oim_radzivil_dlg_kiev_report|I found out all you needed from the mayor of Kiev...
dlga_supported_pretender_talk:oim_getman_ask_add_info_dlg|So then, Prince Janusz, would you tell me of the Black Mace?
dlga_supported_pretender_talk:oim_getman_tatarin_captured|I have brought the prisoner.
dlga_supported_pretender_talk:oim_getman_kiev_captured_dlg|I have captured Kiev...
dlga_supported_pretender_talk:close_window|Let us keep going, {reg65?my lady:my lord}.
dlga_do_member_trade:member_talk|Will there be anything else?
dlga_member_chat:member_talk|{s6}
dlga_member_talk:member_trade|Let me see your equipment.
dlga_member_trade:do_member_trade|Very well, it's all here...
dlga_do_member_trade:member_talk.1|Anything else?
dlga_member_talk:oim_zagloba_help_answer|Colonel Zagloba, tell me -- what do you think I should do next?
dlga_member_talk:oim_getman_mamay_kozak_legend_story|Have you heard the old legend of the Black Mace?
dlga_member_talk:view_member_char_requested|What can you tell me about your skills?
dlga_view_member_char_requested:do_member_view_char|Ah yes, let me tell you...
dlga_member_talk:member_separate|We need to go our separate ways for a while.
dlga_member_separate:member_separate_confirm|You realize I'm not just going to sit here and wait for you to come back. I'll be going into the towns to look for other work. Is that really what you want?
dlga_member_separate:companion_quitting|Well, actually, there was something I needed to tell you.
dlga_member_separate_confirm:member_separate_yes|You're free to do as you please. Like I said, we need to part ways.
dlga_member_separate_confirm:do_member_trade|No, I'd rather have you at my side.
dlga_member_separate_yes:close_window|Very well, I'll be off then. Find me if you have need of me.
dlga_member_talk:member_question|I'd like to ask you something.
dlga_member_talk:close_window|No time for talk right now.
dlga_member_question:member_question_2|Very well. What did you want to ask?
dlga_member_question_2:member_morale|How do you feel about the way things are going in this company? What say you?
dlga_member_question_2:member_background_recap|Please, tell me your story once again.
dlga_member_morale:do_member_trade|{s21}
dlga_member_background_recap:member_background_recap_2|{s5}
dlga_member_background_recap_2:member_background_recap_3|{s5}
dlga_member_background_recap_3:do_member_trade|Then a short while afterwards, I joined up with you.
dlga_do_member_view_char:member_talk|Will there be anything else?
dlga_start:close_window.2|We shall set out as soon as you are ready.
dlga_start:close_window.3|Let us waste our time here no longer, {sir/my lady}. Perhaps someday we shall meet again.
dlga_start:companion_recruit_intro_response|{s5}
dlga_companion_recruit_intro_response:companion_recruit_backstory_a|{s6}
dlga_companion_recruit_intro_response:close_window|{s7}
dlga_companion_recruit_backstory_a:companion_recruit_backstory_b|{s5}
dlga_companion_recruit_backstory_b:companion_recruit_backstory_c|{s5}
dlga_companion_recruit_backstory_c:companion_recruit_backstory_response|{s5}
dlga_companion_recruit_backstory_response:companion_recruit_signup|{s6}
dlga_companion_recruit_backstory_response:close_window|{s7}
dlga_companion_recruit_signup:companion_recruit_signup_b|{s5}
dlga_companion_recruit_signup_b:companion_recruit_signup_response|{s5}
dlga_companion_recruit_signup_response:close_window|Unfortunately, I can't take on any more hands in my party right now.
dlga_companion_recruit_signup_response:companion_recruit_payment|{s6}
dlga_companion_recruit_signup_response:close_window.1|{s7}
dlga_companion_recruit_payment:companion_recruit_signup_confirm|.
dlga_companion_recruit_payment:companion_recruit_payment_response|{s5}
dlga_companion_recruit_payment_response:companion_recruit_signup_confirm|{s6}
dlga_companion_recruit_payment_response:close_window|Alas, I can't afford that at the moment.
dlga_start:companion_recruit_meet_again|It is good to see you again.
dlga_companion_recruit_meet_again:companion_recruit_backstory_delayed|So... What have you been doing since our last encounter?
dlga_companion_recruit_meet_again:close_window|Good day to you.
dlga_start:companion_recruit_secondchance|Yes?
dlga_companion_recruit_secondchance:companion_recruit_backstory_b|My apologies if I have been rude. Please, tell me your story once again.
dlga_companion_recruit_secondchance:close_window|I'm afraid there is no time for talk just now.
dlga_companion_recruit_backstory_delayed:companion_recruit_backstory_delayed_response|{s5}
dlga_companion_recruit_backstory_delayed_response:companion_recruit_signup_b|You could be of use to me.
dlga_companion_recruit_backstory_delayed_response:close_window|I'll let you know if I hear anything.
dlga_companion_recruit_signup_confirm:close_window|Excellent! Give me a few moments to get ready, and I'll be ready to move.
dlga_start:companion_rehire|My offer to rejoin you still stands, if you'll have me.
dlga_start:companion_rehire.1|It is good to see you alive, {s5}! I had feared the worst -- perhaps that you had been captured, or even killed... But I see you're strong as ever! So what say you -- will you take me back in your company?
dlga_start:companion_rehire.2|{s5}
dlga_start:companion_was_dismissed|It is good to see you, {s21}! To tell you the truth, I have long hoped that our paths would cross again.
dlga_companion_was_dismissed:companion_rehire|{s5}, would you like me to rejoin your company?
dlga_companion_rehire:companion_recruit_signup_confirm|Welcome back, my friend!
dlga_companion_rehire:companion_rehire_refused|Sorry, I can't take on anyone else right now.
dlga_companion_rehire_refused:close_window|Well... Come find me if you change your mind, all right?
dlga_event_triggered:center_captured_lord_advice|{s1} is not under anyone's control. I wonder who might become its next ruler...
dlga_center_captured_lord_advice:center_captured_lord_advice_2|{s11}. {s1}
dlga_center_captured_lord_advice:center_captured_lord_advice_2.1|Oh, it would be a great boon if I were to become the master of {s1}. (fiefs: {s0})
dlga_center_captured_lord_advice:center_captured_lord_advice_2.2|I believe {s1} must belong to the rightful heir to the throne. (fiefs: {s0})
dlga_center_captured_lord_advice_2:close_window|Hmmm. I value your counsel highly, {playername}. {reg6?Only the rightful heir is worthy of taking {s1}.:{reg7?Most likely you shall receive {s1}:Most likely, {s11} shall receive {s1}}.}
dlga_event_triggered:companion_quitting|{s5}, there is something I must tell you.
dlga_companion_quitting:companion_quitting_2|{s5}
dlga_companion_quitting_2:companion_quitting_response|To tell you the truth, {s21}.
dlga_companion_quitting_response:companion_quitting_yes|Very well. Be off then.
dlga_companion_quitting_response:companion_quitting_persuasion|Perhaps I can persuade you to change your mind.
dlga_companion_quitting_persuasion:close_window|Hm. When you put it like that, I suppose I might stay a while longer, provided matters improve.
dlga_companion_quitting_persuasion:companion_quitting_response|I'm sorry, but I do not see your point. I shall take my leave of you now.
dlga_companion_quitting_response:companion_quitting_no|We hang deserters in this company.
dlga_companion_quitting_no:companion_quitting_no_confirm|Oh... I see. I see you do not mean that in jest...
dlga_companion_quitting_no_confirm:companion_quitting_no_confirmed|Absolutely. You may either leave this company by my order, or you are carried away on your shield.
dlga_companion_quitting_no_confirm:companion_quitting_yes|No, fear not -- I mean you no harm. You are free to leave.
dlga_companion_quitting_yes:close_window|Then this is farewell. Perhaps we shall meet again, {playername}.
dlga_companion_quitting_no_confirmed:close_window|Hmm. I suppose I'll stay, then.
dlga_event_triggered:companion_objection_response|{s5}
dlga_companion_objection_response:close_window|Thank you. I appreciate your support.
dlga_companion_objection_response:close_window.1|Hopefully it won't happen again.
dlga_companion_objection_response:close_window.2|Your objection is noted. Now fall back in line.
dlga_event_triggered:companion_personalityclash2_b|{s5}
dlga_companion_personalityclash2_b:companion_personalityclash2_response|{s5}
dlga_companion_personalityclash2_response:close_window|{s11} is a valuable member of this company. I do not want you picking any more fights with {reg11?her:him}.
dlga_companion_personalityclash2_response:close_window.1|Tell {s11} you have my support in this.
dlga_companion_personalityclash2_response:close_window.2|I don't have time for your petty dispute. Do not bother me with this again.
dlga_event_triggered:companion_personalityclash_b|{s5}
dlga_companion_personalityclash_b:companion_personalityclash_response|{s5}
dlga_companion_personalityclash_response:close_window|{s11} is a capable member of this company. I don't want you picking any more fights with {reg11?her:him}.
dlga_companion_personalityclash_response:close_window.1|Tell {s11} you have my support in this, and {reg11?she:he}'d better tame {reg11?her:his} tongue.
dlga_companion_personalityclash_response:close_window.2|I don't have time for your petty dispute. Do not bother me with this again.
dlga_event_triggered:companion_personalitymatch_b|{s5}
dlga_companion_personalitymatch_b:companion_personalitymatch_response|{s5}
dlga_companion_personalitymatch_response:close_window|Very good.
dlga_event_triggered:companion_home_description|{s5}
dlga_companion_home_description:companion_home_description_2|Tell me more.
dlga_companion_home_description:close_window|We don't have time to chat just now.
dlga_companion_home_description:close_window.1|I prefer my companions not to bother me with such petty matters.
dlga_companion_home_description_2:companion_home_description_3|{s5}
dlga_companion_home_description_3:close_window|{s5}
dlga_event_triggered:rebel_thanks_answer|{s6}
dlga_rebel_thanks_answer:rebel_thanks_answer_2|It was an honor to fight for your cause, {reg65?my lady:sir}.
dlga_rebel_thanks_answer:rebel_thanks_answer_2.1|You will always have my loyal support, {reg65?my lady:sir}.
dlga_rebel_thanks_answer_2:close_window|I shall miss this life of adventure with you, but my duties call. So... farewell for now, {playername}. I do hope we meet again soon.
dlga_event_triggered:close_window.1|Sorry - just talking to myself [ERROR]
dlga_start:player_siege_castle_commander_1a|What do you want?
dlga_player_siege_castle_commander_1a:player_siege_ask_surrender_a|Open the gates.
dlga_player_siege_castle_commander_1a:close_window|Nothing, I changed my mind.
dlga_player_siege_ask_surrender_a:player_siege_ask_surrender_next|Certainly, I shall open the gates, just give me 20,000 thaler...
dlga_player_siege_ask_surrender_a:close_window|You jest?! Your impudence may be your undoing!
dlga_player_siege_ask_surrender_a:close_window.1|Perhaps I should just give you the crown and call you king?
dlga_player_siege_ask_surrender_next:close_window|Very well, it's a deal...
dlga_player_siege_ask_surrender_next:close_window.1|Very well... My men shall find another way to take this city...
dlga_start:player_siege_castle_commander_1|What do you want?
dlga_player_siege_castle_commander_1:player_siege_ask_surrender|Surrender! Your situation is hopeless!
dlga_player_siege_castle_commander_1:close_window|Nothing. I'll leave you now.
dlga_player_siege_ask_surrender:player_siege_ask_surrender_treatment|Perhaps... Do I have your word of honor that we shall be fairly treated?
dlga_player_siege_ask_surrender:player_siege_ask_leave_unmolested|We are prepared to surrender this fortress to you, and march towards friendlier lands, if you give us your word of honor that we shall be allowed to leave in peace.
dlga_player_siege_ask_surrender:close_window|Surrender? Hah! We shall hold these walls until we all die of old age!
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_reject|I shall give you nothing. Surrender now or prepare to die!
dlga_player_siege_ask_surrender_treatment_reject:close_window|The devil take you! We shall fight you to the last drop of blood!
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_accept|You will be ransomed, and your soldiers will be allowed to disperse. I give you my word.
dlga_player_siege_ask_surrender_treatment_accept:close_window|Very well then. Under those terms, I offer you my surrender.
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_accept|You have my word. You may go in peace if you leave the fortress.
dlga_player_siege_ask_leave_unmolested_accept:close_window|Very well. We shall leave this fortress to you. You have won this day, but we may yet meet again!
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_reject|That is unacceptable. I shall take prisoners.
dlga_player_siege_ask_leave_unmolested_reject:close_window|Then we shall defend this stronghold to the last man, and this parley is finished.
dlga_start:freed_lord_answer|I am in your debt for freeing me, my friend. You have my eternal gratitude!
dlga_freed_lord_answer:freed_lord_answer_1|You're not going anywhere, 'friend'. You're my prisoner now.
dlga_freed_lord_answer_1:close_window|You bastard! Mark my words, someday you shall pay for this dearly!
dlga_freed_lord_answer:freed_lord_answer_2|You are free to go, sir.
dlga_freed_lord_answer_2:close_window|Thank you, good {sire/lady}. I never forget a good turn.
dlga_start:defeat_lord_answer|{s43}
dlga_defeat_lord_answer:defeat_lord_answer_1|You are my prisoner now.
dlga_defeat_lord_answer_1:oim_potop_volodievsky_shved_dlg|I beg your mercy.
dlga_defeat_lord_answer_1:oim_potop_capture_tzar_dlg_captured|Hear me, officer...
dlga_defeat_lord_answer_1:close_window|I am at your mercy.
dlga_defeat_lord_answer_1:oim_getman_radzivill_captured|I beg your mercy.
dlga_defeat_lord_answer_1:oim_getman_knyaz_boryat_dlg_generik_end|I beg your mercy.
dlga_defeat_lord_answer:defeat_lord_answer_2|You have fought well. You are free to go.
dlga_defeat_lord_answer_2:close_window|{s43}
dlga_start:party_encounter_lord_hostile_attacker|{playername}!
dlga_start:party_encounter_lord_hostile_attacker.1|Halt!
dlga_party_encounter_lord_hostile_attacker:party_encounter_lord_hostile_attacker|{s42}
dlga_party_encounter_lord_hostile_attacker:party_encounter_lord_hostile_attacker_2|{s43}
dlga_party_encounter_lord_hostile_attacker_2:party_encounter_offer_dont_fight|Is there no way to avoid this battle? I don't want to fight with you.
dlga_party_encounter_lord_hostile_attacker_2:close_window|Don't attack! We surrender.
dlga_party_encounter_lord_hostile_attacker_2:close_window.1|We will fight you to the end!
dlga_party_encounter_offer_dont_fight:close_window|Hmm, I owe you a favor now, don't I... Very well, I will let you pass unharmed -- just this once.
