qst_oim_getman_voron_translate|Pafnuty
qst_oim_getman_kozak_legend|Cossack Legends
qst_oim_getman_barabash|Hetman Barabash
qst_oim_getman_nesvizh_pernach|Nesvizh
qst_oim_getman_kill_radzivill|Hetman Radziwill
qst_oim_getman_za_barabasha|For Barabash!
qst_oim_getman_caravan|Cart with a Letter
qst_oim_getman_za_hmelya|For Hmel!
qst_oim_na_rech_pospolitu|To Poland!
qst_oim_getman_hmel_reb|Rebellion
qst_oim_getman_hmel_casus_beli|The military incident
qst_oim_getman_hmel_greate_war|War on Two Fronts
qst_oim_getman_korona_vitovta|Vytautas' Crown
qst_oim_getman_last_qst|From Sea to Sea
qst_oim_na_msk_tsarzd|To Muscovite Tsardom!
qst_oim_getman_barabash_reb|Rebellion!
qst_oim_getman_barabash_casus_beli|The military incident
qst_oim_getman_barabash_greate_war|A War on Two Fronts
qst_oim_dmitriy_main|Tsar Secrets...
qst_dmitriy_loot_villages|Ravage the Villages
qst_oim_dmitriy_gerasim|Gerasim Evangelic
qst_oim_dmitriy_elena|Eleanor
qst_oim_dmitriy_eleonora|Bring Eleanor to Carl
qst_oim_dmitriy_eleonora_home|Bring Eleanor to the Prince
qst_oim_dmitriy_deliver_letter_msk|A Letter to the Tsar
qst_oim_dmitriy_deliver_letter_shwed|A Letter to the Tsar
qst_oim_dmitriy_talk_to_voevoda|Talk to the Warlord
qst_oim_dmitriy_tsar_prison|The Tsar's Mercies
qst_oim_dmitriy_razin|Stepan Razin
qst_biyars_specnaz|Talks with Boyars
qst_oim_alevtina_hanum|Alevtina-hanum
qst_oim_black_lord|False Dmitry the Third
qst_oim_black_lord_text|False Dmitry the Third
qst_oim_dmitriy_elections|Elections of the Tsar
qst_oim_dmitriy_elections_text|Elections of the Tsar
qst_oim_duel_wound|Wounded in a Duel
qst_oim_duel_wound_text|Wounded in a Duel
qst_oim_alcoholic|Alcoholism
qst_oim_alcoholic_text|Alcoholism
qst_oim_illness_1|Fever
qst_oim_illness_1_text|Fever
qst_oim_illness_2|Gout
qst_oim_illness_2_text|Gout
qst_oim_illness_3|Dropsy
qst_oim_illness_3_text|Dropsy
qst_oim_illness_4|Dysentery
qst_oim_illness_4_text|Dysentery
qst_oim_illness_5|Scabies
qst_oim_illness_5_text|Scabies
qst_oim_potop_capture_city|Capture the City
qst_oim_deliver_caravan|Deliver Caravan
qst_oim_trade_pantent|Trade patent
qst_oim_hunt_down_thieves|Hunt Down Thieves
qst_oim_get_feast_supplies|Supplies for a Feast
qst_oim_invest_2|Return Money
qst_quests_end|Mission Accomplished
